word,CH1_frequency,CH1_rank,CH2_frequency,CH2_rank,CH3_frequency,CH3_rank,CH4_frequency,CH4_rank,CH5_frequency,CH5_rank,CH6_frequency,CH6_rank,CH7_frequency,CH7_rank,CH8_frequency,CH8_rank,CH9_frequency,CH9_rank,CH10_frequency,CH10_rank,CH11_frequency,CH11_rank,CH12_frequency,CH12_rank,CH13_frequency,CH13_rank,CH14_frequency,CH14_rank,CH15_frequency,CH15_rank,CH16_frequency,CH16_rank,CH17_frequency,CH17_rank,CH18_frequency,CH18_rank,CH19_frequency,CH19_rank,CH20_frequency,CH20_rank,CH21_frequency,CH21_rank,CH22_frequency,CH22_rank,CH23_frequency,CH23_rank,CH24_frequency,CH24_rank,CH25_frequency,CH25_rank,CH26_frequency,CH26_rank,CH27_frequency,CH27_rank,CH28_frequency,CH28_rank,CH29_frequency,CH29_rank,CH30_frequency,CH30_rank,CH31_frequency,CH31_rank,CH32_frequency,CH32_rank,CH33_frequency,CH33_rank,CH34_frequency,CH34_rank,CH35_frequency,CH35_rank,CH36_frequency,CH36_rank,CH37_frequency,CH37_rank,CH38_frequency,CH38_rank,CH39_frequency,CH39_rank,CH40_frequency,CH40_rank,CH41_frequency,CH41_rank,CH42_frequency,CH42_rank,CH43_frequency,CH43_rank,CH44_frequency,CH44_rank,CH45_frequency,CH45_rank,CH46_frequency,CH46_rank,CH47_frequency,CH47_rank,CH48_frequency,CH48_rank,CH49_frequency,CH49_rank,CH50_frequency,CH50_rank,Total_frequency,Total_rank
engraved,1.0,262.0,1.0,331.0,,,,,,,2.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,521.0,,,1.0,403.0,,,,,7.0,17.0,,,,,,,,,,,,,,,1.0,389.0,,,,,1.0,437.0,,,,,,,,,1.0,487.0,,,10.0,25.0,,,31.0,384.0
third,1.0,263.0,,,,,2.0,119.0,,,,,1.0,232.0,,,,,,,,,,,3.0,132.0,,,,,,,,,1.0,182.0,,,1.0,206.0,,,,,1.0,312.0,1.0,237.0,,,,,,,,,,,4.0,51.0,2.0,179.0,,,,,,,,,,,2.0,164.0,1.0,152.0,2.0,193.0,,,,,1.0,433.0,2.0,260.0,,,1.0,535.0,,,1.0,389.0,,,6.0,57.0,,,36.0,324.0
insert,1.0,264.0,,,1.0,483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,578.0,1.0,505.0,,,3.0,112.0,,,10.0,1144.0
honor,1.0,265.0,,,,,,,,,1.0,461.0,,,,,,,,,,,,,,,2.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,43.0,,,,,1.0,324.0,16.0,765.0
sent,1.0,266.0,7.0,15.0,2.0,136.0,1.0,264.0,2.0,105.0,5.0,37.0,2.0,114.0,,,,,2.0,78.0,2.0,62.0,6.0,32.0,1.0,629.0,2.0,124.0,,,2.0,186.0,1.0,253.0,,,1.0,361.0,3.0,37.0,1.0,533.0,1.0,252.0,8.0,7.0,6.0,26.0,1.0,472.0,,,,,,,1.0,521.0,,,6.0,32.0,,,3.0,30.0,1.0,280.0,1.0,404.0,,,,,1.0,377.0,1.0,784.0,,,1.0,467.0,3.0,78.0,1.0,807.0,2.0,187.0,,,,,7.0,26.0,,,11.0,24.0,1.0,234.0,100.0,78.0
case,1.0,267.0,1.0,323.0,1.0,444.0,1.0,432.0,1.0,262.0,1.0,672.0,2.0,108.0,2.0,96.0,,,1.0,570.0,2.0,46.0,,,2.0,225.0,1.0,367.0,1.0,173.0,1.0,463.0,,,1.0,309.0,,,,,2.0,159.0,2.0,157.0,,,2.0,141.0,2.0,137.0,3.0,95.0,1.0,354.0,2.0,119.0,1.0,298.0,2.0,177.0,1.0,355.0,2.0,98.0,,,,,,,1.0,235.0,1.0,332.0,1.0,556.0,2.0,232.0,1.0,152.0,4.0,63.0,1.0,324.0,2.0,252.0,3.0,172.0,3.0,105.0,4.0,72.0,,,,,4.0,98.0,,,72.0,131.0
convey,1.0,268.0,,,,,,,,,,,1.0,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,266.0,,,,,,,,,,,,,,,,,1.0,284.0,1.0,259.0,,,,,,,,,1.0,1075.0,,,3.0,68.0,1.0,551.0,1.0,714.0,,,,,,,12.0,991.0
party,1.0,269.0,,,,,1.0,294.0,1.0,443.0,,,1.0,233.0,,,,,,,,,,,1.0,582.0,,,4.0,15.0,,,,,,,,,1.0,207.0,,,3.0,86.0,,,1.0,470.0,,,1.0,650.0,1.0,290.0,2.0,185.0,,,5.0,30.0,3.0,124.0,,,,,2.0,81.0,,,,,,,2.0,70.0,,,2.0,53.0,,,,,,,,,,,,,6.0,34.0,2.0,102.0,3.0,118.0,1.0,350.0,46.0,247.0
handwritten,1.0,270.0,1.0,340.0,1.0,485.0,2.0,142.0,3.0,45.0,2.0,151.0,2.0,148.0,,,2.0,108.0,3.0,55.0,1.0,269.0,,,,,,,,,1.0,444.0,1.0,384.0,,,,,,,,,1.0,537.0,1.0,213.0,,,1.0,360.0,5.0,45.0,1.0,241.0,2.0,141.0,,,1.0,341.0,3.0,129.0,,,,,,,1.0,298.0,,,,,1.0,378.0,1.0,373.0,,,1.0,585.0,3.0,76.0,,,,,,,1.0,585.0,3.0,110.0,,,7.0,44.0,2.0,103.0,58.0,184.0
mailed,1.0,271.0,,,,,,,1.0,321.0,,,2.0,152.0,,,,,,,,,1.0,508.0,1.0,794.0,1.0,405.0,,,1.0,261.0,,,,,1.0,430.0,1.0,135.0,,,,,1.0,326.0,2.0,184.0,,,,,,,1.0,288.0,,,,,,,1.0,467.0,,,,,,,,,,,,,,,,,,,1.0,519.0,1.0,803.0,,,,,,,,,,,1.0,453.0,,,19.0,639.0
e,1.0,272.0,2.0,121.0,1.0,487.0,3.0,68.0,2.0,106.0,1.0,251.0,2.0,151.0,,,3.0,40.0,2.0,110.0,,,,,2.0,270.0,1.0,404.0,,,3.0,82.0,,,,,2.0,145.0,51.0,1.0,2.0,173.0,1.0,253.0,1.0,196.0,1.0,407.0,1.0,473.0,,,,,2.0,151.0,1.0,388.0,1.0,354.0,1.0,470.0,5.0,28.0,5.0,8.0,1.0,281.0,1.0,185.0,1.0,275.0,6.0,17.0,,,4.0,86.0,,,2.0,190.0,3.0,88.0,10.0,14.0,12.0,13.0,1.0,588.0,4.0,95.0,4.0,80.0,3.0,27.0,,,,,164.0,27.0
language,1.0,273.0,,,,,,,,,,,,,2.0,99.0,,,1.0,226.0,,,,,,,,,,,1.0,627.0,,,2.0,74.0,3.0,69.0,1.0,250.0,,,,,,,,,,,,,,,,,,,,,,,1.0,231.0,1.0,232.0,,,,,3.0,40.0,,,,,1.0,323.0,1.0,140.0,,,,,1.0,356.0,,,2.0,219.0,1.0,320.0,,,,,,,,,31.0,378.0
replying,1.0,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,405.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3254.0
formal,1.0,275.0,,,1.0,536.0,,,,,2.0,103.0,,,1.0,218.0,1.0,269.0,2.0,99.0,,,,,,,1.0,279.0,,,1.0,405.0,,,,,,,2.0,70.0,1.0,622.0,1.0,535.0,,,,,,,,,,,,,,,,,17.0,3.0,,,,,,,,,2.0,58.0,,,,,1.0,377.0,1.0,144.0,1.0,670.0,4.0,38.0,,,,,,,1.0,548.0,1.0,486.0,,,16.0,9.0,,,76.0,122.0
words,1.0,276.0,,,2.0,116.0,2.0,94.0,,,1.0,222.0,3.0,48.0,,,,,,,1.0,122.0,1.0,333.0,1.0,842.0,1.0,168.0,,,3.0,83.0,,,1.0,213.0,,,,,1.0,487.0,3.0,100.0,1.0,162.0,,,1.0,243.0,5.0,53.0,,,,,2.0,108.0,,,1.0,590.0,4.0,37.0,,,,,,,,,1.0,231.0,,,1.0,379.0,,,,,2.0,136.0,5.0,53.0,4.0,92.0,8.0,17.0,3.0,138.0,2.0,164.0,,,1.0,496.0,,,94.0,91.0
layout,1.0,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,380.0,,,,,,,,,,,,,,,,,,,,,,,3.0,2622.0
style,1.0,278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,270.0,,,,,,,,,,,,,,,,,,,,,,,5.0,51.0,,,,,,,2.0,96.0,,,,,,,1.0,381.0,,,,,1.0,436.0,3.0,143.0,,,1.0,654.0,,,1.0,866.0,,,3.0,139.0,,,34.0,344.0
clubwordsacceptgratifyingsatisfyingtouchedapprovepleasedthoughtfulwelcomecertainlypleasurethrilledwillingdelightedphrasesable,1.0,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4501.0
honored,1.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,575.0,,,,,,,,,,,,,,,,,1.0,725.0,,,,,1.0,612.0,,,,,,,,,1.0,741.0,,,1.0,653.0,,,6.0,1673.0
toaccept,1.0,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4502.0
withacceptpleasureagree,1.0,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4503.0
toit,1.0,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4504.0
thatglad,1.0,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4505.0
vote,1.0,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,514.0,1.0,407.0,,,,,,,,,1.0,401.0,,,,,1.0,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,331.0,6.0,1674.0
yesit,1.0,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4506.0
thoughtful,1.0,287.0,,,,,,,,,,,,,,,,,1.0,402.0,,,,,,,1.0,287.0,,,,,,,,,,,,,,,,,,,,,1.0,495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,93.0,,,,,,,,,3.0,119.0,,,1.0,717.0,,,10.0,1145.0
tohappy,1.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4507.0
knowit,1.0,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4508.0
topleased,1.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,603.0,,,,,,,,,,,2.0,3256.0
invitedwe,1.0,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4509.0
sincerelyhappy,1.0,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4510.0
join,1.0,293.0,1.0,417.0,,,,,,,,,,,,,,,1.0,505.0,,,,,,,,,,,,,,,,,,,,,1.0,586.0,,,,,,,3.0,103.0,1.0,638.0,,,,,,,,,5.0,60.0,,,,,,,,,4.0,24.0,,,,,1.0,670.0,,,,,,,,,1.0,1026.0,,,1.0,731.0,,,,,3.0,158.0,3.0,52.0,26.0,473.0
youthank,1.0,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,479.0,,,,,,,,,,,,,,,,,2.0,3257.0
towe,1.0,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4511.0
ofthank,1.0,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4512.0
pleasurenominating,1.0,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4513.0
acceptsentencesafter,1.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4514.0
reviewing,1.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4515.0
funding,1.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,254.0,1.0,287.0,1.0,882.0,,,,,,,,,,,,,,,,,,,7.0,1483.0
senior,1.0,301.0,,,,,,,,,,,,,1.0,466.0,,,,,,,,,,,,,,,1.0,529.0,,,,,,,1.0,524.0,,,,,,,,,,,,,,,,,,,,,1.0,379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1899.0
research,1.0,302.0,,,,,,,,,,,1.0,687.0,2.0,130.0,,,,,,,,,,,,,,,1.0,682.0,,,1.0,180.0,,,,,1.0,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,64.0,,,2.0,102.0,2.0,280.0,1.0,554.0,1.0,520.0,1.0,657.0,1.0,533.0,,,1.0,823.0,,,,,,,19.0,642.0
chemist,1.0,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4516.0
generous,1.0,304.0,,,1.0,362.0,,,,,,,,,,,,,1.0,149.0,2.0,49.0,1.0,398.0,1.0,508.0,,,,,1.0,331.0,,,1.0,242.0,,,,,,,1.0,327.0,,,,,4.0,69.0,1.0,648.0,1.0,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,546.0,,,1.0,996.0,1.0,420.0,1.0,717.0,3.0,115.0,,,1.0,674.0,,,24.0,514.0
apology,1.0,305.0,1.0,300.0,,,,,,,,,24.0,1.0,,,1.0,257.0,,,2.0,80.0,,,4.0,82.0,,,,,,,,,1.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,41.0,,,,,2.0,173.0,,,,,,,,,,,41.0,281.0
meet,1.0,306.0,,,,,,,,,2.0,195.0,,,,,10.0,7.0,,,,,,,1.0,693.0,,,,,,,1.0,553.0,2.0,132.0,,,,,1.0,603.0,,,,,1.0,501.0,3.0,106.0,,,,,,,,,8.0,17.0,1.0,385.0,,,,,,,,,,,1.0,350.0,,,,,,,2.0,283.0,1.0,357.0,,,,,,,,,,,,,2.0,183.0,1.0,355.0,40.0,291.0
plan,1.0,307.0,,,,,1.0,539.0,,,,,,,1.0,517.0,,,,,,,4.0,56.0,1.0,917.0,,,,,,,1.0,330.0,,,,,1.0,436.0,,,,,,,,,1.0,399.0,,,,,,,2.0,136.0,1.0,281.0,,,,,,,,,,,1.0,336.0,,,,,1.0,681.0,2.0,50.0,2.0,245.0,1.0,299.0,,,,,,,2.0,240.0,4.0,57.0,,,1.0,295.0,,,28.0,431.0
support,1.0,308.0,,,1.0,438.0,,,2.0,84.0,,,,,1.0,311.0,,,2.0,68.0,,,,,,,2.0,98.0,,,,,,,,,2.0,92.0,,,2.0,264.0,1.0,564.0,,,,,7.0,20.0,1.0,501.0,,,,,,,,,,,,,,,,,,,,,,,2.0,94.0,,,,,,,1.0,594.0,,,,,1.0,762.0,2.0,239.0,3.0,125.0,,,,,,,32.0,371.0
enclosing,1.0,309.0,2.0,155.0,1.0,605.0,2.0,168.0,,,,,,,,,,,,,1.0,366.0,,,2.0,311.0,,,,,6.0,27.0,,,,,,,,,,,,,,,2.0,190.0,,,1.0,386.0,2.0,91.0,1.0,545.0,1.0,417.0,1.0,500.0,,,,,,,,,1.0,315.0,1.0,420.0,1.0,272.0,1.0,548.0,,,,,1.0,794.0,1.0,451.0,,,1.0,1098.0,,,1.0,776.0,1.0,688.0,,,,,1.0,384.0,33.0,362.0
estimate,1.0,310.0,,,,,,,,,,,,,,,1.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,401.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,158.0,,,,,,,3.0,21.0,2.0,251.0,1.0,522.0,,,1.0,1120.0,,,,,1.0,818.0,,,,,,,12.0,992.0
refinishing,1.0,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4517.0
dining,1.0,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4518.0
room,1.0,313.0,1.0,283.0,2.0,183.0,,,,,,,,,1.0,606.0,,,,,,,,,1.0,996.0,,,1.0,391.0,,,,,,,,,,,2.0,195.0,,,1.0,351.0,,,1.0,509.0,1.0,440.0,,,1.0,693.0,,,1.0,254.0,2.0,174.0,3.0,63.0,1.0,414.0,,,,,1.0,386.0,,,,,,,,,1.0,732.0,,,,,1.0,1179.0,,,,,,,7.0,8.0,,,,,31.0,385.0
suite,1.0,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2624.0
complete,1.0,315.0,,,3.0,76.0,,,,,,,,,,,,,,,,,1.0,324.0,2.0,326.0,1.0,535.0,3.0,35.0,2.0,197.0,1.0,295.0,,,,,,,1.0,508.0,1.0,609.0,1.0,436.0,1.0,558.0,,,,,1.0,222.0,1.0,603.0,3.0,71.0,1.0,580.0,1.0,754.0,,,,,,,1.0,412.0,,,1.0,575.0,2.0,130.0,,,1.0,557.0,2.0,276.0,,,1.0,730.0,3.0,185.0,,,,,,,1.0,401.0,,,,,39.0,298.0
admission,1.0,316.0,,,,,,,,,,,1.0,336.0,1.0,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,195.0,,,,,,,,,,,,,,,,,1.0,307.0,,,,,,,,,,,,,,,,,,,,,1.0,410.0,,,6.0,1675.0
telling,1.0,317.0,1.0,444.0,1.0,623.0,,,1.0,160.0,1.0,331.0,2.0,154.0,,,,,1.0,467.0,,,,,,,,,,,2.0,128.0,1.0,270.0,,,,,,,,,,,,,1.0,457.0,1.0,414.0,1.0,464.0,,,,,,,,,,,1.0,325.0,,,,,,,,,,,,,,,,,,,1.0,480.0,,,3.0,139.0,,,,,,,,,,,,,19.0,643.0
liked,1.0,318.0,,,,,1.0,422.0,,,,,,,,,,,,,,,,,,,1.0,445.0,,,,,,,,,,,,,,,1.0,765.0,,,,,,,,,,,,,,,,,,,,,,,1.0,384.0,,,,,,,1.0,357.0,,,,,,,,,,,1.0,1182.0,1.0,801.0,1.0,300.0,1.0,412.0,1.0,243.0,,,,,11.0,1074.0
storytelling,1.0,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4519.0
night,1.0,320.0,,,,,,,1.0,413.0,,,4.0,38.0,,,,,,,,,,,,,,,,,,,,,1.0,480.0,,,,,,,1.0,733.0,,,,,2.0,154.0,2.0,185.0,,,,,,,1.0,418.0,,,4.0,45.0,1.0,392.0,2.0,64.0,,,,,1.0,402.0,,,,,,,,,,,1.0,395.0,1.0,1118.0,1.0,687.0,,,1.0,653.0,4.0,23.0,,,,,29.0,416.0
become,1.0,321.0,,,1.0,293.0,1.0,498.0,,,1.0,374.0,1.0,371.0,,,,,,,,,1.0,210.0,,,,,,,1.0,651.0,1.0,481.0,1.0,276.0,2.0,134.0,,,3.0,101.0,2.0,177.0,2.0,70.0,,,2.0,205.0,,,1.0,336.0,,,1.0,597.0,,,2.0,241.0,,,,,,,,,1.0,223.0,,,,,1.0,278.0,2.0,105.0,2.0,213.0,,,,,1.0,390.0,2.0,159.0,,,1.0,285.0,1.0,216.0,,,1.0,170.0,40.0,285.0
regular,1.0,322.0,1.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,464.0,,,,,,,3.0,33.0,,,,,,,1.0,434.0,,,,,,,,,1.0,555.0,,,,,,,,,,,,,,,,,,,1.0,649.0,,,1.0,872.0,,,,,,,,,,,,,,,,,,,14.0,867.0
volunteer,1.0,323.0,,,,,1.0,201.0,,,,,,,1.0,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,873.0,,,1.0,738.0,,,,,,,1.0,704.0,1.0,165.0,,,,,7.0,1484.0
stories,1.0,324.0,,,,,,,,,,,,,,,,,1.0,541.0,,,,,,,,,,,,,,,,,1.0,714.0,,,,,,,,,,,,,1.0,608.0,,,,,,,,,,,,,,,,,,,,,1.0,579.0,,,,,,,,,,,,,,,,,2.0,269.0,,,,,,,,,7.0,1485.0
record,1.0,325.0,,,,,2.0,159.0,,,,,,,3.0,77.0,,,1.0,491.0,,,2.0,183.0,2.0,172.0,2.0,117.0,,,,,8.0,9.0,1.0,403.0,1.0,213.0,,,2.0,206.0,,,,,2.0,127.0,,,,,1.0,135.0,,,2.0,168.0,,,,,,,1.0,355.0,,,,,,,,,1.0,487.0,,,,,2.0,236.0,,,,,,,2.0,224.0,,,,,2.0,59.0,,,1.0,435.0,39.0,299.0
player,1.0,326.0,,,,,,,,,,,,,1.0,598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2625.0
tape,1.0,327.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2626.0
deck,1.0,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,566.0,,,,,,,1.0,479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2627.0
music,1.0,329.0,,,,,2.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,266.0,1.0,530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,153.0,,,9.0,1249.0
graduation,1.0,330.0,,,,,,,,,2.0,134.0,,,,,,,1.0,160.0,,,,,,,3.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,336.0,,,,,,,,,2.0,172.0,,,,,2.0,142.0,,,,,1.0,816.0,,,1.0,726.0,,,,,,,14.0,868.0
including,1.0,331.0,,,,,,,1.0,170.0,1.0,354.0,,,1.0,564.0,,,,,,,1.0,412.0,,,,,,,,,,,,,1.0,246.0,,,,,,,,,,,1.0,306.0,,,1.0,173.0,1.0,334.0,,,,,,,,,,,,,1.0,449.0,,,,,,,1.0,768.0,,,,,,,4.0,85.0,1.0,396.0,,,,,2.0,157.0,,,1.0,298.0,,,20.0,605.0
wallpaper,1.0,332.0,1.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3258.0
rooms,1.0,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,156.0,,,,,,,,,,,,,,,1.0,355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,17.0,,,,,8.0,1354.0
read,1.0,334.0,,,1.0,405.0,2.0,112.0,1.0,399.0,1.0,366.0,2.0,125.0,2.0,122.0,,,3.0,41.0,,,,,1.0,608.0,4.0,40.0,,,2.0,169.0,1.0,492.0,,,5.0,26.0,4.0,27.0,1.0,497.0,9.0,17.0,7.0,14.0,,,4.0,61.0,8.0,25.0,,,,,8.0,6.0,,,2.0,221.0,7.0,14.0,3.0,40.0,,,,,,,2.0,111.0,1.0,220.0,2.0,252.0,3.0,29.0,,,3.0,91.0,2.0,287.0,1.0,495.0,2.0,183.0,,,,,1.0,195.0,,,1.0,152.0,105.0,72.0
impressed,1.0,335.0,,,,,1.0,547.0,,,,,,,,,,,3.0,59.0,1.0,402.0,,,,,2.0,94.0,,,2.0,170.0,,,,,,,,,1.0,634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,420.0,,,,,,,,,,,,,,,,,1.0,816.0,,,,,,,13.0,930.0
attention,1.0,336.0,,,4.0,30.0,1.0,244.0,,,,,1.0,526.0,4.0,41.0,,,1.0,420.0,,,4.0,68.0,3.0,154.0,2.0,163.0,,,4.0,47.0,,,2.0,106.0,,,,,3.0,98.0,,,1.0,453.0,1.0,272.0,4.0,53.0,,,,,,,,,2.0,156.0,,,,,,,,,1.0,246.0,,,3.0,67.0,,,1.0,682.0,1.0,306.0,3.0,109.0,,,,,5.0,58.0,1.0,555.0,,,,,1.0,175.0,,,,,59.0,179.0
detail,1.0,337.0,,,,,,,,,,,,,1.0,600.0,,,,,,,,,,,1.0,518.0,1.0,352.0,,,,,,,,,,,,,1.0,478.0,,,1.0,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,500.0,1.0,189.0,,,,,2.0,178.0,,,,,,,1.0,305.0,,,,,,,11.0,1075.0
